Código OACI	CIAD	Nome	Município	UF	Município Servido	UF Servido	Latitude	Longitude	LatitudeRaiz	Lat Raiz	Lat 60	Lat 3600	LongitudeRaiz	Lon Raiz	Lon 60	Lon 3600	Altitude	Operação Diurna	Operação Noturna	Designação 1	Comprimento 1	Largura 1	Resistência 1	Superfície 1	Designação 2	Comprimento 2	Largura 2	Resistência 2	Superfície 2	Situação	Validade do Registro	Portaria de Registro	Link Portaria
SBDO	MS0008	Dourados	DOURADOS	Mato Grosso do Sul	Dourados	Mato Grosso do Sul	-22.200555556	-54.925555556	22°12'02.0S"	22.000000000	0.200000000	0.000555556	054°55'32.0W"	54.000000000	0.916666667	0.008888889	458	VFR / IFR Não Precisão	VFR / IFR Não Precisão	06/24	1950	30	28/F/B/X/T	Asfalto						Cadastrado	27/12/2023	PA2013-3397	https://pergamum.anac.gov.br/arquivos/PA2013-3397.pdf
SBCJ	PA0006	Carajás	PARAUAPEBAS	Pará	Parauapebas	Pará	-6.115277778	-50.001388889	06°06'55.0S"	6.000000000	0.100000000	0.015277778	050°00'05.0W"	50.000000000	0.000000000	0.001388889	629	VFR / IFR - CAT I	VFR / IFR - CAT I	10/28	2000	45	41/F/B/X/T	Asfalto						Cadastrado	06/12/2023	PA2013-3204	https://pergamum.anac.gov.br/arquivos/PA2013-3204.pdf
SJZA	PB0004	Pedro Vieira Moreira	CAJAZEIRAS	Paraíba	Cajazeiras	Paraíba	-6.882777778	-38.615833333	06°52'58.0S"	6.000000000	0.866666667	0.016111111	038°36'57.0W"	38.000000000	0.600000000	0.015833333	335	VFR	VFR	12/30	1600	30	26/F/B/X/T	Asfalto						Cadastrado	17/11/2026	PA2016-3365	https://pergamum.anac.gov.br/arquivos/PA2016-3365.pdf
SSGG	PR0009	Tancredo Thomas de Faria	GUARAPUAVA	Paraná	Guarapuava	Paraná	-25.388333333	-51.523611111	25°23'18.0S"	25.000000000	0.383333333	0.005000000	051°31'25.0W"	51.000000000	0.516666667	0.006944444	1065	VFR / IFR Não Precisão	VFR / IFR Não Precisão	08/26	1365	30	23/F/C/X/T	Asfalto						Cadastrado	20/02/2029	PA2019-3943	https://pergamum.anac.gov.br/arquivos/PA2019-3943.pdf
SBPO	PR0018	Aeroporto Juvenal Loureiro Cardoso	PATO BRANCO	Paraná	Pato Branco	Paraná	-26.217222222	-52.694444444	26°13'02.0S"	26.000000000	0.216666667	0.000555556	052°41'40.0W"	52.000000000	0.683333333	0.011111111	823	VFR / IFR Não Precisão	VFR / IFR Não Precisão	07/25	1317	30	50/F/A/X/T	Asfalto						Cadastrado	05/04/2029	PA2019-0993	https://pergamum.anac.gov.br/arquivos/PA2019-0993.pdf
SSOG	PR0027	Arapongas	ARAPONGAS	Paraná	Arapongas	Paraná	-23.355833333	-51.490833333	23°21'21.0S"	23.000000000	0.350000000	0.005833333	051°29'27.0W"	51.000000000	0.483333333	0.007500000	792	VFR	VFR	16/34	1200	23	6/F/B/Y/U	Asfalto						Cadastrado	20/07/2027	PA2017-2398	https://pergamum.anac.gov.br/arquivos/PA2017-2398.pdf
SBJR	RJ0005	Jacarepaguá - Roberto Marinho	RIO DE JANEIRO	Rio de Janeiro	Rio de Janeiro	Rio de Janeiro	-22.987500000	-43.370000000	22°59'15.0S"	22.000000000	0.983333333	0.004166667	043°22'12.0W"	43.000000000	0.366666667	0.003333333	3	VFR	VFR	03/21	900	30	10/F/C/Y/U	Asfalto						Cadastrado	02/06/2027	PA2017-1808	https://pergamum.anac.gov.br/arquivos/PA2017-1808.pdf
SBCP	RJ0006	Bartolomeu Lisandro	CAMPOS DOS GOYTACAZES	Rio de Janeiro	Campos dos Goytacazes	Rio de Janeiro	-21.701111111	-41.307777778	21°42'04.0S"	21.000000000	0.700000000	0.001111111	041°18'28.0W"	41.000000000	0.300000000	0.007777778	17	VFR / IFR Não Precisão	VFR / IFR Não Precisão	07/25	1544	45	29/F/A/X/T	Asfalto						Cadastrado	06/09/2028	PA2018-2768	https://pergamum.anac.gov.br/arquivos/PA2018-2768.pdf
SBPK	RS0005	João Simões Lopes Neto	PELOTAS	Rio Grande do Sul	Pelotas	Rio Grande do Sul	-31.716111111	-52.331111111	31°42'58.0S"	31.000000000	0.700000000	0.016111111	052°19'52.0W"	52.000000000	0.316666667	0.014444444	18	VFR / IFR Não Precisão	VFR / IFR Não Precisão	06/24	1980	42	35/R/B/W/T	Concreto	15/33	1230	38	5700 Kg / 0.62 MPa	Terra	Cadastrado	13/11/2027	PA2017-3710	https://pergamum.anac.gov.br/arquivos/PA2017-3710.pdf
SSCK	SC0010	Olavo Cecco Rigon	CONCÓRDIA	Santa Catarina	Concórdia	Santa Catarina	-27.180555556	-52.051111111	27°10'50.0S"	27.000000000	0.166666667	0.013888889	052°03'04.0W"	52.000000000	0.050000000	0.001111111	751	VFR	VFR	15/33	1480	18	12/F/B/Y/U	Asfalto						Cadastrado	23/10/2023	PA2013-3070	https://pergamum.anac.gov.br/arquivos/PA2013-3070.pdf
SDLP	SP0034	Municipal José Boso	LENÇÓIS PAULISTA	São Paulo	Lençóis Paulista	São Paulo	-22.578333333	-48.774444444	22°34'42.0S"	22.000000000	0.566666667	0.011666667	048°46'28.0W"	48.000000000	0.766666667	0.007777778	621	VFR	VFR	07/25	1264	20	13/F/C/Y/T	Asfalto						Cadastrado	23/01/2027	PA2018-2894	https://pergamum.anac.gov.br/arquivos/PA2018-2894.pdf
SBGM	RO0006	Guajará-Mirim	GUAJARÁ-MIRIM	Rondônia	Guajará-Mirim	Rondônia	-10.788333333	-65.281666667	10°47'18.0S"	10.000000000	0.783333333	0.005000000	065°16'54.0W"	65.000000000	0.266666667	0.015000000	146	VFR	VFR	17/35	1795	45	30/F/C/X/U	Asfalto						Interditado	09/04/2030	PA2020-0974	https://pergamum.anac.gov.br/arquivos/PA2020-0974.pdf
SWWA	GO0012	Porangatu	PORANGATU	Goiás	Porangatu	Goiás	-13.404444444	-49.157222222	13°24'16.0S"	13.000000000	0.400000000	0.004444444	049°09'26.0W"	49.000000000	0.150000000	0.007222222	366	VFR	VFR	14/32	1500	23	5700 Kg / 0.50 MPa	Asfalto						Cadastrado	19/05/2030	PA2020-1293	https://pergamum.anac.gov.br/arquivos/PA2020-1293.pdf
SWKT	GO0015	Catalão	CATALÃO	Goiás	Catalão	Goiás	-18.216944444	-47.899444444	18°13'01.0S"	18.000000000	0.216666667	0.000277778	047°53'58.0W"	47.000000000	0.883333333	0.016111111	802	VFR	VFR	17/35	1520	30	5700 Kg / 0.50 MPa	Asfalto						Cadastrado	21/09/2030	PA2020-2421	https://pergamum.anac.gov.br/arquivos/PA2020-2421.pdf
SDRK	SP0049	Rio Claro	RIO CLARO	São Paulo	Rio Claro	São Paulo	-22.431666667	-47.562500000	22°25'54.0S"	22.000000000	0.416666667	0.015000000	047°33'45.0W"	47.000000000	0.550000000	0.012500000	600	VFR	Sem Operação	03/21	1047	40	5600 Kg / 0.50 MPa	Terra						Cadastrado	29/05/2028	PA2018-1635	https://pergamum.anac.gov.br/arquivos/PA2018-1635.pdf
SBIH	PA0010	Itaituba	ITAITUBA	Pará	Itaituba	Pará	-4.242222222	-56.000833333	04°14'32.0S"	4.000000000	0.233333333	0.008888889	056°00'03.0W"	56.000000000	0.000000000	0.000833333	33	VFR / IFR Não Precisão	VFR / IFR Não Precisão	05/23	1700	30	26/F/B/X/T	Asfalto						Cadastrado	10/07/2030	PA2020-1747	https://pergamum.anac.gov.br/arquivos/PA2020-1747.pdf
SBEG	AM0001	Eduardo Gomes	MANAUS	Amazonas	Manaus	Amazonas	-3.041111111	-60.050555556	03°02'28.0S"	3.000000000	0.033333333	0.007777778	060°03'02.0W"	60.000000000	0.050000000	0.000555556	80	VFR / IFR - CAT I	VFR / IFR - CAT I	11/29	2700	45	71/F/C/X/T	Asfalto						Cadastrado	17/07/2022	PA2012-1425	https://pergamum.anac.gov.br/arquivos/PA2012-1425.pdf
SBCT	PR0001	Aeroporto Internacional Afonso Pena	SÃO JOSÉ DOS PINHAIS	Paraná	Curitiba	Paraná	-25.531666667	-49.176111111	25°31'54.0S"	25.000000000	0.516666667	0.015000000	049°10'34.0W"	49.000000000	0.166666667	0.009444444	911	VFR / IFR - CAT II	VFR / IFR - CAT II	11/29	1798	45	33/F/A/X/T	Asfalto	15/33	2218	45	42/F/A/X/T	Asfalto	Cadastrado	20/11/2013	PA2013-3007	https://pergamum.anac.gov.br/arquivos/PA2013-3007.pdf
SBIL	BA0004	Bahia - Jorge Amado	ILHÉUS	Bahia	Ilhéus	Bahia	-14.815000000	-39.033333333	14°48'54.0S"	14.000000000	0.800000000	0.015000000	039°02'00.0W"	39.000000000	0.033333333	0.000000000	4	VFR	VFR	11/29	1577	45	50/F/B/X/T	Asfalto						Cadastrado	23/09/2030	PA2020-2422	https://pergamum.anac.gov.br/arquivos/PA2020-2422.pdf
SBMQ	AP0001	Alberto Alcolumbre Internacional	MACAPÁ	Amapá	Macapá	Amapá	-0.050833333	-51.070277778	00°03'03.0N"	0.000000000	0.050000000	0.000833333	051°04'13.0W"	51.000000000	0.066666667	0.003611111	17	VFR / IFR Não Precisão	VFR / IFR Não Precisão	08/26	2100	45	48/F/C/X/T	Asfalto						Cadastrado	13/11/2027	PA2017-3680	https://pergamum.anac.gov.br/arquivos/PA2017-3680.pdf
SBVC	BA0005	Glauber de Andrade Rocha	VITÓRIA DA CONQUISTA	Bahia	Vitória da Conquista	Bahia	-14.907777778	-40.914722222	14°54'28.0S"	14.000000000	0.900000000	0.007777778	040°54'53.0W"	40.000000000	0.900000000	0.014722222	896	VFR / IFR Não Precisão	VFR / IFR Não Precisão	15/33	2100	45	44/F/B/X/T	Asfalto						Cadastrado	26/12/2027	PA2019-2438	https://pergamum.anac.gov.br/arquivos/PA2019-2438.pdf
SBLE	BA0006	Horácio de Matos	LENÇÓIS	Bahia	Lençóis	Bahia	-12.482222222	-41.276944444	12°28'56.0S"	12.000000000	0.466666667	0.015555556	041°16'37.0W"	41.000000000	0.266666667	0.010277778	506	VFR	VFR	14/32	2082	30	44/R/A/W/T	Asfalto						Cadastrado	29/10/2025	PA2015-2870	https://pergamum.anac.gov.br/arquivos/PA2015-2870.pdf
SNGI	BA0009	Aeródromo de Guanambi	GUANAMBI	Bahia	Guanambi	Bahia	-14.208055556	-42.746111111	14°12'29.0S"	14.000000000	0.200000000	0.008055556	042°44'46.0W"	42.000000000	0.733333333	0.012777778	553	VFR	VFR	14/32	1700	30	18/F/A/Y/T	Asfalto						Cadastrado	08/07/2025	PA2015-1765	https://pergamum.anac.gov.br/arquivos/PA2015-1765.pdf
SBFZ	CE0001	Pinto Martins	FORTALEZA	Ceará	Fortaleza	Ceará	-3.775833333	-38.532222222	03°46'33.0S"	3.000000000	0.766666667	0.009166667	038°31'56.0W"	38.000000000	0.516666667	0.015555556	25	VFR / IFR - CAT I	VFR / IFR - CAT I	13/31	2545	45	66/F/A/X/T	Asfalto						Cadastrado	24/10/2028	PA2018-3262	https://pergamum.anac.gov.br/arquivos/PA2018-3262.pdf
SNLN	ES0002	Municipal de Linhares	LINHARES	Espírito Santo	Linhares	Espírito Santo	-19.355277778	-40.069444444	19°21'19.0S"	19.000000000	0.350000000	0.005277778	040°04'10.0W"	40.000000000	0.066666667	0.002777778	40	VFR	VFR	06/24	1350	30	14/F/A/Y/T	Asfalto						Cadastrado	30/07/2025	PA2015-2012	https://pergamum.anac.gov.br/arquivos/PA2015-2012.pdf
SNMH	GO0018	Pirenópolis	PIRENÓPOLIS	Goiás	Pirenópolis	Goiás	-15.848055556	-48.980277778	15°50'53.0S"	15.000000000	0.833333333	0.014722222	048°58'49.0W"	48.000000000	0.966666667	0.013611111	785	VFR		15/33	1295	30	18/F/A/Y/T	Asfalto						Cadastrado	18/05/2021	PA2011-0969	https://pergamum.anac.gov.br/arquivos/PA2011-0969.pdf
SNYU	MG0014	Aeródromo de Iturama	ITURAMA	Minas Gerais	Iturama	Minas Gerais	-19.717222222	-50.220277778	19°43'02.0S"	19.000000000	0.716666667	0.000555556	050°13'13.0W"	50.000000000	0.216666667	0.003611111	475	VFR	VFR	18/36	1550	30	10/F/A/Y/T	Asfalto						Cadastrado	23/09/2030	PA2020-2411	https://pergamum.anac.gov.br/arquivos/PA2020-2411.pdf
SNDT	MG0030	Juscelino Kubitscheck	DIAMANTINA	Minas Gerais	Diamantina	Minas Gerais	-18.232222222	-43.650277778	18°13'56.0S"	18.000000000	0.216666667	0.015555556	043°39'01.0W"	43.000000000	0.650000000	0.000277778	1356	VFR	VFR	03/21	1610	30	14/F/B/X/T	Asfalto						Cadastrado	30/07/2028	PA2018-2328	https://pergamum.anac.gov.br/arquivos/PA2018-2328.pdf
SBHT	PA0003	Altamira	ALTAMIRA	Pará	Altamira	Pará	-3.250833333	-52.252222222	03°15'03.0S"	3.000000000	0.250000000	0.000833333	052°15'08.0W"	52.000000000	0.250000000	0.002222222	112	VFR / IFR Não Precisão	VFR / IFR Não Precisão	07/25	2003	30	36/F/A/X/T	Asfalto						Cadastrado	25/08/2027	PA2017-2887	https://pergamum.anac.gov.br/arquivos/PA2017-2887.pdf
SBFN	PE0003	Fernando de Noronha	FERNANDO DE NORONHA	Pernambuco	Fernando de Noronha	Pernambuco	-3.854722222	-32.428333333	03°51'17.0S"	3.000000000	0.850000000	0.004722222	032°25'42.0W"	32.000000000	0.416666667	0.011666667	58	VFR / IFR Não Precisão	VFR / IFR Não Precisão	12/30	1845	45	30/F/C/X/U	Asfalto						Cadastrado	24/07/2028	PA2018-2251	https://pergamum.anac.gov.br/arquivos/PA2018-2251.pdf
SBTE	PI0001	Aeroporto de Teresina / Senador Petrônio Portella	TERESINA	Piauí	Teresina	Piauí	-5.060555556	-42.824444444	05°03'38.0S"	5.000000000	0.050000000	0.010555556	042°49'28.0W"	42.000000000	0.816666667	0.007777778	67	VFR / IFR Não Precisão	VFR / IFR Não Precisão	02/20	2200	45	46/F/A/X/T	Asfalto						Cadastrado	05/03/2025	PA2015-0532	https://pergamum.anac.gov.br/arquivos/PA2015-0532.pdf
SSUM	PR0019	Orlando de Carvalho	UMUARAMA	Paraná	Umuarama	Paraná	-23.799166667	-53.313888889	23°47'57.0S"	23.000000000	0.783333333	0.015833333	053°18'50.0W"	53.000000000	0.300000000	0.013888889	475	VFR	VFR	04/22	1400	30	14/F/C/Y/U	Asfalto						Cadastrado	05/09/2028	PA2018-2722	https://pergamum.anac.gov.br/arquivos/PA2018-2722.pdf
SSTE	RS0011	Torres	TORRES	Rio Grande do Sul	Torres	Rio Grande do Sul	-29.415000000	-49.810000000	29°24'54.0S"	29.000000000	0.400000000	0.015000000	049°48'36.0W"	49.000000000	0.800000000	0.010000000	9	VFR	VFR	06/24	1507	30	32/F/B/X/T	Asfalto						Cadastrado	26/10/2030	PA2020-2977	https://pergamum.anac.gov.br/arquivos/PA2020-2977.pdf
SBLJ	SC0007	Lages	LAGES	Santa Catarina	Lages	Santa Catarina	-27.782222222	-50.281666667	27°46'56.0S"	27.000000000	0.766666667	0.015555556	050°16'54.0W"	50.000000000	0.266666667	0.015000000	934	VFR / IFR Não Precisão	VFR / IFR Não Precisão	17/35	1532	30	17/F/C/Y/U	Asfalto						Cadastrado	23/06/2026	PA2016-1562	https://pergamum.anac.gov.br/arquivos/PA2016-1562.pdf
SDSC	SP0029	Mário Pereira Lopes	SÃO CARLOS	São Paulo	São Carlos	São Paulo	-21.876388889	-47.903333333	21°52'35.0S"	21.000000000	0.866666667	0.009722222	047°54'12.0W"	47.000000000	0.900000000	0.003333333	807	VFR	VFR	02/20	1620	45	47/F/A/X/T	Asfalto						Cadastrado	27/08/2028	PA2018-2564	https://pergamum.anac.gov.br/arquivos/PA2018-2564.pdf
SBGO	GO0001	Santa Genoveva	GOIÂNIA	Goiás	Goiânia	Goiás	-16.632500000	-49.221111111	16°37'57.0S"	16.000000000	0.616666667	0.015833333	049°13'16.0W"	49.000000000	0.216666667	0.004444444	747	VFR / IFR Não Precisão	VFR / IFR Não Precisão	14/32	2286	45	67/F/B/X/T	Asfalto						Cadastrado	18/10/2027	PA2017-3371	https://pergamum.anac.gov.br/arquivos/PA2017-3371.pdf
SSKW	RO0004	Cacoal	CACOAL	Rondônia	Cacoal	Rondônia	-11.495555556	-61.450833333	11°29'44.0S"	11.000000000	0.483333333	0.012222222	061°27'03.0W"	61.000000000	0.450000000	0.000833333	249	VFR	VFR	16/34	2100	45	31/F/A/X/T	Asfalto						Cadastrado	23/06/2030	PA2020-1567	https://pergamum.anac.gov.br/arquivos/PA2020-1567.pdf
SBMI	RJ0009	Maricá	MARICÁ	Rio de Janeiro	Maricá	Rio de Janeiro	-22.918055556	-42.828888889	22°55'05.0S"	22.000000000	0.916666667	0.001388889	042°49'44.0W"	42.000000000	0.816666667	0.012222222	0	VFR	VFR	09/27	1190	30	13/F/A/X/T	Asfalto						Cadastrado	23/08/2028	PA2019-0538	https://pergamum.anac.gov.br/arquivos/PA2019-0538.pdf
SBUL	MG0002	Ten. Cel. Aviador César Bombonato	UBERLÂNDIA	Minas Gerais	Uberlândia	Minas Gerais	-18.883611111	-48.225277778	18°53'01.0S"	18.000000000	0.883333333	0.000277778	048°13'31.0W"	48.000000000	0.216666667	0.008611111	943	VFR / IFR - CAT I	VFR / IFR - CAT I	04/22	2100	45	43/F/A/X/T	Asfalto						Cadastrado	27/02/2024	PA2014-0465	https://pergamum.anac.gov.br/arquivos/PA2014-0465.pdf
SBTG	MS0006	Três Lagoas	TRÊS LAGOAS	Mato Grosso do Sul	Três Lagoas	Mato Grosso do Sul	-20.751388889	-51.680277778	20°45'05.0S"	20.000000000	0.750000000	0.001388889	051°40'49.0W"	51.000000000	0.666666667	0.013611111	323	VFR	VFR	07/25	2000	30	33/F/B/X/T	Asfalto						Cadastrado	04/09/2023	PA2019-2140	https://pergamum.anac.gov.br/arquivos/PA2019-2140.pdf
SSKG	MS0003	Estância Santa Maria	CAMPO GRANDE	Mato Grosso do Sul	Campo Grande	Mato Grosso do Sul	-20.505555556	-54.524722222	20°30'20.0S"	20.000000000	0.500000000	0.005555556	054°31'29.0W"	54.000000000	0.516666667	0.008055556	618	VFR		06/24	1500	23	5600 Kg / 0.50 MPa	Asfalto						Cadastrado	26/05/2030	PA2020-1390	https://pergamum.anac.gov.br/arquivos/PA2020-1390.pdf
SWJW	GO0008	Jataí	JATAÍ	Goiás	Jataí	Goiás	-17.830000000	-51.775277778	17°49'48.0S"	17.000000000	0.816666667	0.013333333	051°46'31.0W"	51.000000000	0.766666667	0.008611111	771	VFR	VFR	13/31	1500	23	10/F/B/X/U	Asfalto						Cadastrado	23/09/2030	PA2020-2415	https://pergamum.anac.gov.br/arquivos/PA2020-2415.pdf
SNOU	AC0003	Novo Aeródromo de Feijó	FEIJÓ	Acre	Feijó	Acre	-8.141388889	-70.340833333	08°08'29.0S"	8.000000000	0.133333333	0.008055556	070°20'27.0W"	70.000000000	0.333333333	0.007500000	168	VFR	Sem Operação	03/21	1200	24	5500 Kg / 0.50 MPa	Asfalto						Cadastrado	23/04/2030	PA2020-1089	https://pergamum.anac.gov.br/arquivos/PA2020-1089.pdf
SBGW	SP0076	Guaratinguetá	GUARATINGUETÁ	São Paulo	Guaratinguetá	São Paulo	-22.791666667	-45.204444444	22°47'30.0S"	22.000000000	0.783333333	0.008333333	045°12'16.0W"	45.000000000	0.200000000	0.004444444	537	VFR / IFR Não Precisão	VFR / IFR Não Precisão	02/20	1551	30	15/F/C/Y/U	Asfalto						Cadastrado	17/04/2030	PA2020-1020	https://pergamum.anac.gov.br/arquivos/PA2020-1020.pdf
SSCI	MS0012	Coxim	COXIM	Mato Grosso do Sul	Coxim	Mato Grosso do Sul	-18.481388889	-54.715833333	18°28'53.0S"	18.000000000	0.466666667	0.014722222	054°42'57.0W"	54.000000000	0.700000000	0.015833333	292	VFR	Sem Operação	02/20	1300	23	13/F/A/X/T	Asfalto						Cadastrado		PD2003-0667	https://pergamum.anac.gov.br/arquivos/PD2003-0667.pdf
SWXM	MT0014	Regional Orlando Villas Boas	MATUPÁ	Mato Grosso	Matupá	Mato Grosso	-10.170277778	-54.952777778	10°10'13.0S"	10.000000000	0.166666667	0.003611111	054°57'10.0W"	54.000000000	0.950000000	0.002777778	283	VFR	Sem Operação	02/20	1482	18	5700 Kg / 0.50 MPa	Cascalho						Cadastrado		PA2009-0107	https://pergamum.anac.gov.br/arquivos/PA2009-0107.pdf
SSMJ	MS0020	Maracaju	MARACAJU	Mato Grosso do Sul	Maracaju	Mato Grosso do Sul	-21.633888889	-55.145000000	21°38'02.0S"	21.000000000	0.633333333	0.000555556	055°08'42.0W"	55.000000000	0.133333333	0.011666667	390	VFR	Sem Operação	01/19	800	30	5600 Kg / 0.50 MPa	Grama						Cadastrado	07/05/2030	PA2020-1196	https://pergamum.anac.gov.br/arquivos/PA2020-1196.pdf
SSIQ	RS0045	Itaqui	ITAQUI	Rio Grande do Sul	Itaqui	Rio Grande do Sul	-29.171944444	-56.538333333	29°10'19.0S"	29.000000000	0.166666667	0.005277778	056°32'18.0W"	56.000000000	0.533333333	0.005000000	84	VFR	Sem Operação	15/33	966	23	1800 Kg / 0.50 MPa	Grama						Interditado	19/05/2030	PA2020-1288	https://pergamum.anac.gov.br/arquivos/PA2020-1288.pdf
SWBG	MT0009	André Antônio Maggi	PONTES E LACERDA	Mato Grosso	Pontes e Lacerda	Mato Grosso	-15.193333333	-59.385277778	15°11'36.0S"	15.000000000	0.183333333	0.010000000	059°23'07.0W"	59.000000000	0.383333333	0.001944444	247	VFR	Sem Operação	01/19	1500	30	8/F/B/Y/T	Asfalto						Interditado	07/05/2030	PA2020-1194	https://pergamum.anac.gov.br/arquivos/PA2020-1194.pdf
SNKR	PI0012	Corrente	CORRENTE	Piauí	Corrente	Piauí	-10.451944444	-45.136388889	10°27'07.0S"	10.000000000	0.450000000	0.001944444	045°08'11.0W"	45.000000000	0.133333333	0.003055556	473	VFR	Sem Operação	11/29	1000	20	2500 Kg / 0.50 MPa	Terra						Interditado			
SWKO	AM0010	Coari	COARI	Amazonas	Coari	Amazonas	-4.133888889	-63.131111111	04°08'02.0S"	4.000000000	0.133333333	0.000555556	063°07'52.0W"	63.000000000	0.116666667	0.014444444	40	VFR	Sem Operação	10/28	1600	36	29/F/C/X/U	Asfalto						Cadastrado	10/05/2026	PA2016-1115	https://pergamum.anac.gov.br/arquivos/PA2016-1115.pdf
SBPB	PI0002	Aeroporto Internacional de Parnaíba / Prefeito Doutor João Silva Filho	PARNAÍBA	Piauí	Parnaíba	Piauí	-2.893888889	-41.730277778	02°53'38.0S"	2.000000000	0.883333333	0.010555556	041°43'49.0W"	41.000000000	0.716666667	0.013611111	5	VFR	VFR	10/28	2500	45	52/F/C/X/T	Asfalto						Cadastrado	30/07/2023	PA2013-1946	https://pergamum.anac.gov.br/arquivos/PA2013-1946.pdf
SNGD	PI0005	Guadalupe	GUADALUPE	Piauí	Guadalupe	Piauí	-6.782222222	-43.582222222	06°46'56.0S"	6.000000000	0.766666667	0.015555556	043°34'56.0W"	43.000000000	0.566666667	0.015555556	172	VFR	Sem Operação	15/33	1600	36	9/F/C/X/U	Piçarra						Cadastrado		PD1970-0045	https://pergamum.anac.gov.br/arquivos/PD1970-0045.pdf
SNNU	MG0041	Nanuque	NANUQUE	Minas Gerais	Nanuque	Minas Gerais	-17.823055556	-40.329722222	17°49'23.0S"	17.000000000	0.816666667	0.006388889	040°19'47.0W"	40.000000000	0.316666667	0.013055556	210	VFR	Sem Operação	11/29	1220	23	13/F/C/Y/U	Asfalto						Cadastrado	30/07/2028	PA2018-2331	https://pergamum.anac.gov.br/arquivos/PA2018-2331.pdf
SNJK	BA0047	Jequié	JEQUIÉ	Bahia	Jequié	Bahia	-13.877777778	-40.071388889	13°52'40.0S"	13.000000000	0.866666667	0.011111111	040°04'17.0W"	40.000000000	0.066666667	0.004722222	197	VFR	Sem Operação	14/32	1200	29	8/F/C/Y/U	Asfalto						Cadastrado	18/11/2024	PA2014-2695	https://pergamum.anac.gov.br/arquivos/PA2014-2695.pdf
SNZW	BA0063	Ituberá	ITUBERÁ	Bahia	Ituberá	Bahia	-13.731666667	-39.140555556	13°43'54.0S"	13.000000000	0.716666667	0.015000000	039°08'26.0W"	39.000000000	0.133333333	0.007222222	7	VFR		10/28	850	20	6/F/B/Y/U	Cascalho						Cadastrado	06/08/2025	PA2015-2105	https://pergamum.anac.gov.br/arquivos/PA2015-2105.pdf
SIBU	PB0012	Catolé do Rocha	CATOLÉ DO ROCHA	Paraíba	Catolé do Rocha	Paraíba	-6.362500000	-37.755277778	06°21'45.0S"	6.000000000	0.350000000	0.012500000	037°45'19.0W"	37.000000000	0.750000000	0.005277778	272	VFR	Sem Operação	11/29	800	18	10/F/B/Y/U	Asfalto						Cadastrado	15/01/2028	PA2018-0072	https://pergamum.anac.gov.br/arquivos/PA2018-0072.pdf
SDTF	SP0050	Tatuí	TATUÍ	São Paulo	Tatuí	São Paulo	-23.331944444	-47.880000000	23°19'55.0S"	23.000000000	0.316666667	0.015277778	047°52'48.0W"	47.000000000	0.866666667	0.013333333	635	VFR	Sem Operação	14/32	1300	30	28/F/B/X/T	Terra						Cadastrado	23/04/2030	PA2020-1084	https://pergamum.anac.gov.br/arquivos/PA2020-1084.pdf
SSCP	PR0015	Francisco Lacerda Júnior	CORNÉLIO PROCÓPIO	Paraná	Cornélio Procópio	Paraná	-23.152500000	-50.602500000	23°09'09.0S"	23.000000000	0.150000000	0.002500000	050°36'09.0W"	50.000000000	0.600000000	0.002500000	567	VFR	Sem Operação	06/24	1400	30	8/F/C/Y/U	Asfalto						Cadastrado	07/05/2030	PA2020-1192	https://pergamum.anac.gov.br/arquivos/PA2020-1192.pdf
SNLT	PI0010	Paulistana	PAULISTANA	Piauí	Paulistana	Piauí	-8.166388889	-41.153888889	08°09'59.0S"	8.000000000	0.150000000	0.016388889	041°09'14.0W"	41.000000000	0.150000000	0.003888889	360	VFR	Sem Operação	07/25	1060	30	2500 Kg / 0.50 MPa	Cascalho						Interditado			
SSXX	SC0017	Municipal João Winckler	XANXERÊ	Santa Catarina	Xanxerê	Santa Catarina	-26.875555556	-52.373055556	26°52'32.0S"	26.000000000	0.866666667	0.008888889	052°22'23.0W"	52.000000000	0.366666667	0.006388889	910	VFR	VFR	18/36	1149	18	8/F/A/Y/T	Asfalto						Cadastrado	24/03/2026	PA2016-0694	https://pergamum.anac.gov.br/arquivos/PA2016-0694.pdf
SSAE	RS0040	Arroio Grande	ARROIO GRANDE	Rio Grande do Sul	Arroio Grande	Rio Grande do Sul	-32.229166667	-53.055833333	32°13'45.0S"	32.000000000	0.216666667	0.012500000	053°03'21.0W"	53.000000000	0.050000000	0.005833333	49	VFR	Sem Operação	06/24	1000	18	5700 Kg / 0.50 MPa	Terra						Cadastrado	27/09/2028	PA2018-2952	https://pergamum.anac.gov.br/arquivos/PA2018-2952.pdf
SJOG	RO0008	Ariquemes	ARIQUEMES	Rondônia	Ariquemes	Rondônia	-9.880555556	-63.047222222	09°52'50.0S"	9.000000000	0.866666667	0.013888889	063°02'50.0W"	63.000000000	0.033333333	0.013888889	142	VFR	Sem Operação	03/21	1306	18	25/F/C/Y/U	Asfalto						Cadastrado	03/12/2030	PA2020-3473	https://pergamum.anac.gov.br/arquivos/PA2020-3473.pdf
